id,gm_time_s,extend_time_s,extend_g_time_s,ilp_time_s,syn_time_s
19872,0.0049,0.0044,0.0044,4.5801,0.0033
19873,0.0027,0.0021,0.0023,0.1962,0.0019
19874,0.0022,0.0017,0.0019,0.2162,0.0017
19875,0.0025,0.002,0.0021,0.2048,0.0019
19876,0.0023,0.0017,0.002,0.1753,0.0017
19877,0.0035,0.0028,0.003,0.6781,0.0032
19878,0.0059,0.0041,0.0041,0.9511,0.0033
19879,0.0052,0.0057,0.0045,1.3992,0.0034
19880,0.004,0.0037,0.0034,0.622,0.0028
19881,0.0037,0.0031,0.0033,0.5839,0.0028
19882,0.0027,0.0021,0.0033,0.2534,0.002
19883,0.0028,0.0021,0.0024,0.3332,0.0022
19884,0.0027,0.002,0.0022,0.3118,0.0019
19885,0.0032,0.0025,0.0028,0.4275,0.0024
19886,0.002,0.0014,0.0017,0.1276,0.0016
19887,0.0038,0.0032,0.0033,1.0087,0.0027
19888,0.0026,0.0019,0.0022,0.3285,0.0019
19889,0.0034,0.0029,0.003,0.4461,0.0025
19890,0.0052,0.0049,0.0045,4.3331,0.0035
19891,0.0038,0.0032,0.0033,0.6573,0.0025
19892,0.0036,0.0019,0.0021,0.2513,0.0019
19893,0.0048,0.0044,0.0042,2.5182,0.0033
19894,0.0022,0.0017,0.0019,0.1952,0.0016
19895,0.0087,0.0108,0.0085,6.9841,0.0062
19896,0.0026,0.002,0.0022,0.3227,0.0017
19897,0.0044,0.004,0.004,0.9412,0.0032
19898,0.003,0.0026,0.0026,0.4308,0.002
19899,0.0036,0.0028,0.0031,0.5964,0.0026
19900,0.0025,0.002,0.0022,0.2294,0.002
19901,0.0027,0.0019,0.0022,0.2117,0.002
19902,0.003,0.0024,0.0026,0.3085,0.002
19903,0.0022,0.0016,0.0018,0.1522,0.0017
19904,0.0064,0.0053,0.0047,3.9472,0.0035
19905,0.0333,0.0076,0.0063,50.9608,0.0046
19906,0.0038,0.0033,0.0043,0.6566,0.0026
19907,0.0025,0.0019,0.0021,0.3976,0.0019
19908,0.0027,0.0021,0.0023,0.324,0.0018
19909,0.0028,0.0021,0.0024,0.2268,0.002
19910,0.0053,0.0055,0.0045,4.5018,0.0034
19911,0.0027,0.0034,0.0023,0.238,0.0019
19912,0.0029,0.0023,0.0025,0.3216,0.0022
19913,0.0043,0.0037,0.0037,0.8564,0.0028
19914,0.0036,0.0029,0.0031,0.4577,0.0027
19915,0.0026,0.0019,0.002,0.1895,0.0019
19916,0.0022,0.0017,0.002,0.2134,0.0026
19917,0.0042,0.0036,0.0038,2.2467,0.0029
19918,0.0045,0.003,0.0033,0.5057,0.0026
19919,0.0035,0.0027,0.003,0.4754,0.0026
19920,0.0034,0.0027,0.004,0.4358,0.0024
19921,0.0049,0.0044,0.0044,3.5483,0.0033
19922,0.0029,0.0022,0.0025,0.5111,0.0021
19923,0.0019,0.0014,0.0017,0.1657,0.0015
19924,0.0023,0.0017,0.002,0.2081,0.0016
19925,0.0031,0.0025,0.0027,0.3636,0.0023
19926,0.0039,0.0032,0.0034,1.2391,0.0027
19927,0.003,0.0022,0.0026,0.402,0.002
19928,0.0018,0.0013,0.0016,0.1095,0.0015
19929,0.0027,0.002,0.0023,0.4374,0.002
19930,0.0027,0.0031,0.0023,0.237,0.002
19931,0.0054,0.0049,0.0046,1.4301,0.0034
19932,0.0023,0.0018,0.0021,0.1622,0.0019
19933,0.0033,0.002,0.0021,0.1977,0.0018
19934,0.0045,0.0039,0.0038,1.7004,0.003
19935,0.0026,0.0019,0.0033,0.3671,0.0018
19936,0.0041,0.0036,0.0037,0.7712,0.0029
19937,0.0042,0.0037,0.0038,0.6709,0.0034
19938,0.0029,0.0022,0.0025,0.2469,0.0021
19939,0.0027,0.0021,0.0023,0.2731,0.0021
19940,0.0031,0.0024,0.0026,0.526,0.0022
19941,0.0025,0.0019,0.0022,0.196,0.002
19942,0.0037,0.0032,0.0032,1.4512,0.0026
19943,0.002,0.0014,0.0018,0.1126,0.0016
19944,0.0036,0.0031,0.0031,0.4986,0.0025
19945,0.0038,0.0031,0.0032,0.5673,0.0027
19946,0.0057,0.0066,0.0049,1.3639,0.0037
19947,0.0029,0.0014,0.0016,0.1183,0.0014
19948,0.0024,0.0033,0.0021,0.2283,0.0017
19949,0.0047,0.0042,0.005,1.4717,0.0032
19950,0.0032,0.0024,0.0028,0.5211,0.0024
19951,0.0018,0.0014,0.0017,0.085,0.0014
19952,0.0029,0.0022,0.0024,0.6242,0.0021
19953,0.0035,0.0028,0.003,0.4958,0.0023
19954,0.0037,0.0031,0.0032,1.1991,0.0026
19955,0.0058,0.0056,0.0051,10.5927,0.0037
19956,0.0059,0.0056,0.0051,10.6271,0.0037
19957,0.0037,0.003,0.0032,0.9491,0.0024
19958,0.0046,0.0041,0.0041,1.4177,0.0042
19959,0.0039,0.002,0.0023,0.2118,0.002
19960,0.0023,0.0018,0.002,0.1851,0.0017
19961,0.0037,0.0029,0.0041,0.73,0.0026
19962,0.0041,0.0034,0.0036,0.8075,0.0027
19963,0.0036,0.0028,0.0031,0.4929,0.0025
19964,0.0031,0.0024,0.0027,0.3381,0.0021
19965,0.0034,0.0041,0.003,1.1687,0.0025
19966,0.0028,0.0023,0.0025,0.2749,0.0021
19967,0.0026,0.0021,0.0023,0.2857,0.0019
19968,0.0026,0.0021,0.0023,0.1645,0.0021
19969,0.0042,0.004,0.0037,0.8987,0.0029
19970,0.0036,0.0029,0.0031,0.8796,0.0028
19971,0.0018,0.0014,0.0016,0.0821,0.0014
19972,0.0039,0.0034,0.0034,0.727,0.0029
19973,0.0025,0.0019,0.0021,0.1978,0.002
19974,0.004,0.0026,0.0027,0.8657,0.0022
19975,0.0021,0.0016,0.0029,0.1579,0.0017
19976,0.0027,0.0021,0.0022,0.3432,0.0019
19977,0.0021,0.0015,0.0018,0.127,0.0016
19978,0.0037,0.003,0.0031,0.6609,0.0026
19979,0.004,0.0034,0.0034,1.5961,0.0031
19980,0.0044,0.0038,0.0037,2.1991,0.0027
19981,0.0051,0.0048,0.0045,3.3594,0.0034
19982,0.0027,0.0021,0.0024,0.2431,0.002
19983,0.0034,0.0041,0.003,0.3769,0.0023
19984,0.0032,0.0026,0.0027,0.512,0.0022
19985,0.0022,0.0017,0.0019,0.1718,0.0017
19986,0.0042,0.0037,0.0037,1.655,0.0029
19987,0.0056,0.0042,0.0041,1.5382,0.0031
19988,0.0046,0.0041,0.005,2.0752,0.0032
19989,0.005,0.0045,0.0043,2.552,0.0032
19990,0.0036,0.0031,0.0031,0.5119,0.0025
19991,0.0039,0.0033,0.0033,0.6733,0.0027
19992,0.0031,0.0024,0.0026,0.3496,0.0022
19993,0.0021,0.0014,0.0017,0.1075,0.0016
19994,0.0042,0.0033,0.0036,0.5883,0.0029
19995,0.0038,0.003,0.0032,0.6427,0.0026
19996,0.0056,0.0052,0.0049,7.9333,0.0039
19997,0.0035,0.0028,0.003,0.8236,0.0025
19998,0.0038,0.0044,0.0033,0.7308,0.0026
19999,0.0026,0.0021,0.0024,0.2176,0.0027
20000,0.0055,0.0039,0.0049,2.0932,0.0029
20001,0.0021,0.0016,0.0019,0.1499,0.0017
20002,0.0018,0.0013,0.0016,0.1065,0.0014
20003,0.0026,0.0021,0.0023,0.2669,0.0021
20004,0.0047,0.0044,0.0042,2.1025,0.0033
20005,0.0018,0.0013,0.0015,0.089,0.0017
20006,0.003,0.0026,0.0027,0.4435,0.0023
20007,0.0031,0.0026,0.0028,0.3678,0.0025
20008,0.0028,0.0024,0.0026,0.4868,0.0022
20009,0.0033,0.0028,0.0029,0.5358,0.0025
20010,0.005,0.0051,0.0044,2.6211,0.0033
20011,0.0036,0.003,0.003,0.6356,0.0024
20012,0.0028,0.0022,0.0024,0.3456,0.0022
20013,0.0027,0.0022,0.0022,0.1794,0.002
20014,0.0038,0.0024,0.0026,0.6153,0.0021
20015,0.0042,0.0036,0.0046,0.7545,0.0027
20016,0.003,0.0025,0.0025,0.2856,0.0022
20017,0.0022,0.0016,0.0018,0.1195,0.0016
20018,0.0029,0.0031,0.0023,0.3373,0.002
20019,0.0048,0.0045,0.0041,3.3156,0.0031
20020,0.0026,0.0021,0.0022,0.3722,0.0019
20021,0.0028,0.0023,0.0024,0.2283,0.002
20022,0.0041,0.0038,0.0037,0.6171,0.0035
20023,0.0051,0.0046,0.0046,3.0231,0.0033
20024,0.0029,0.0022,0.0025,0.2858,0.002
20025,0.0035,0.0029,0.0032,0.9248,0.0026
20026,0.0048,0.0045,0.0043,1.9457,0.0031
20027,0.0039,0.0021,0.0025,0.226,0.002
20028,0.0046,0.0047,0.0052,2.7501,0.0033
20029,0.0039,0.0034,0.0037,1.0056,0.0028
20030,0.0035,0.0029,0.0032,0.8635,0.0026
20031,0.0036,0.0029,0.0034,0.5894,0.0026
20032,0.0028,0.0022,0.0025,0.3991,0.002
20033,0.0036,0.0029,0.0032,0.633,0.0026
20034,0.0028,0.0021,0.0024,0.3742,0.002
20035,0.0023,0.0029,0.002,0.1564,0.0018
20036,0.0041,0.0035,0.0038,1.426,0.0029
20037,0.0013,0.0009,0.0011,0.0383,0.0011
20038,0.0035,0.0029,0.0031,0.5792,0.0024
20039,0.0036,0.0028,0.0031,0.6911,0.0025
20040,0.0041,0.0035,0.0035,0.7413,0.0027
20041,0.0023,0.0018,0.0021,0.1651,0.0019
20042,0.006,0.0041,0.0046,3.5627,0.004
20043,0.0041,0.0034,0.0035,2.0483,0.0027
20044,0.0042,0.0036,0.0036,0.7948,0.0029
20045,0.0028,0.0023,0.0025,0.2138,0.002
20046,0.0027,0.0021,0.0023,0.2936,0.0021
20047,0.0039,0.0032,0.0035,0.6231,0.0027
20048,0.0045,0.0043,0.0038,0.8333,0.003
20049,0.004,0.0036,0.0035,0.7043,0.003
20050,0.0031,0.0024,0.0026,0.2945,0.0023
20051,0.0033,0.0038,0.0028,0.4175,0.0023
20052,0.0037,0.0031,0.0031,0.4778,0.0027
20053,0.0062,0.0046,0.0044,2.9732,0.0035
20054,0.0025,0.0019,0.003,0.195,0.0018
20055,0.0024,0.0018,0.0019,0.1869,0.0017
20056,0.0035,0.0028,0.003,0.5877,0.0025
20057,0.0026,0.0022,0.0023,0.321,0.0019
20058,0.0037,0.0037,0.0032,0.6362,0.0026
20059,0.0035,0.003,0.0031,1.0743,0.0026
20060,0.0023,0.0018,0.002,0.1591,0.0017
20061,0.0025,0.0019,0.0022,0.2017,0.0021
20062,0.0042,0.0037,0.0037,0.888,0.0028
20063,0.0035,0.003,0.0032,0.8927,0.0031
20064,0.0044,0.0038,0.0039,0.7959,0.0031
20065,0.0035,0.0028,0.003,0.4438,0.0023
20066,0.0027,0.0021,0.0023,0.2476,0.0021
20067,0.0036,0.003,0.0031,0.4594,0.0024
20068,0.0059,0.0052,0.005,2.2382,0.0033
20069,0.0037,0.0028,0.0031,0.6613,0.0024
20070,0.0043,0.0285,0.0036,0.7145,0.0029
20071,0.0038,0.003,0.0033,0.9294,0.0027
20072,0.0044,0.0036,0.0038,2.2494,0.0028
20073,0.0023,0.0017,0.002,0.2026,0.0018
20074,0.003,0.0023,0.0026,0.2639,0.0021
20075,0.0032,0.0025,0.0028,0.4197,0.0024
20076,0.002,0.0014,0.0017,0.115,0.0015
20077,0.0019,0.0012,0.0016,0.0679,0.0015
20078,0.0027,0.002,0.0023,0.2614,0.0019
20079,0.0037,0.0031,0.0032,0.5804,0.0027
20080,0.0025,0.0018,0.0021,0.152,0.0019
20081,0.0039,0.0032,0.0034,0.5907,0.0028
20082,0.0052,0.0037,0.0044,0.7745,0.0029
20083,0.0028,0.002,0.0023,0.3286,0.0021
20084,0.0046,0.0039,0.004,0.946,0.0038
20085,0.0032,0.0026,0.0029,0.4056,0.0023
20086,0.0016,0.0012,0.0015,0.0835,0.0013
20087,0.0046,0.0042,0.0041,2.3274,0.0032
20088,0.0027,0.002,0.0023,0.1957,0.0021
20089,0.0028,0.0029,0.0025,0.2984,0.002
20090,0.0039,0.0034,0.0035,0.6443,0.0028
20091,0.003,0.0023,0.0026,0.2942,0.0021
20092,0.0031,0.0025,0.0027,0.3635,0.0024
20093,0.005,0.0045,0.0043,2.6144,0.0034
20094,0.0043,0.004,0.0036,1.7079,0.0028
20095,0.0063,0.0047,0.0054,3.197,0.0034
20096,0.0028,0.0021,0.0023,0.3059,0.002
20097,0.0042,0.0035,0.0036,1.6455,0.0028
20098,0.0027,0.0021,0.0023,0.2378,0.0021
20099,0.0042,0.0036,0.0035,0.7606,0.0028
20100,0.0047,0.0041,0.0042,1.0632,0.0033
20101,0.0041,0.0034,0.0035,1.3859,0.0029
20102,0.0044,0.0038,0.0039,2.008,0.003
20103,0.004,0.0043,0.0035,0.6357,0.0029
20104,0.0029,0.0023,0.0025,0.2671,0.0026
20105,0.0026,0.0019,0.0022,0.2278,0.0017
20106,0.0044,0.0038,0.0049,3.6099,0.003
20107,0.0047,0.0028,0.0031,0.5015,0.0023
20108,0.0021,0.0015,0.0018,0.1322,0.0017
20109,0.0025,0.0017,0.0021,0.2062,0.0017
20110,0.0045,0.0045,0.004,0.904,0.0031
20111,0.0041,0.0036,0.0037,0.7395,0.0027
20112,0.0041,0.0036,0.0037,0.9985,0.0029
20113,0.0039,0.0031,0.0034,0.5689,0.0028
20114,0.0036,0.0029,0.0032,0.5995,0.0024
20115,0.0051,0.0051,0.0045,3.5644,0.0035
20116,0.0016,0.0011,0.0014,0.0417,0.0014
20117,0.004,0.0034,0.0035,1.3821,0.0029
20118,0.0048,0.0043,0.0042,1.6264,0.0034
20119,0.0038,0.0042,0.0044,0.9581,0.0025
20120,0.0016,0.0011,0.0014,0.083,0.0014
20121,0.0047,0.0029,0.003,0.5674,0.0025
20122,0.0019,0.0013,0.0016,0.1335,0.0016
20123,0.0038,0.003,0.0032,1.0676,0.0025
20124,0.003,0.0024,0.0026,0.339,0.0022
20125,0.0045,0.0038,0.0038,2.6145,0.003
20126,0.0022,0.0016,0.0019,0.1337,0.0026
20127,0.0047,0.004,0.004,0.9215,0.0032
20128,0.0034,0.0027,0.0029,0.4299,0.0024
20129,0.0018,0.0013,0.0015,0.0755,0.0015
20130,0.0027,0.002,0.0023,0.221,0.002
20131,0.0034,0.0028,0.0029,0.5382,0.0024
20132,0.0026,0.002,0.0022,0.221,0.0019
20133,0.0033,0.0026,0.0027,0.443,0.0024
20134,0.0039,0.0033,0.0042,1.3134,0.0026
20135,0.004,0.0023,0.0025,0.3145,0.0022
20136,0.0023,0.0018,0.0019,0.2127,0.0016
20137,0.0021,0.0015,0.0017,0.1185,0.0017
20138,0.0025,0.0019,0.0021,0.181,0.0018
20139,0.0034,0.0026,0.0028,0.7739,0.0026
20140,0.0037,0.0038,0.0031,0.5598,0.0026
20141,0.0052,0.0045,0.0045,3.5152,0.0034
20142,0.0028,0.0022,0.0024,0.6826,0.0022
20143,0.0026,0.002,0.0022,0.2309,0.0019
20144,0.004,0.0033,0.0035,0.6479,0.0028
20145,0.0044,0.0037,0.0038,2.2221,0.003
20146,0.0065,0.0068,0.0068,4.2244,0.005
20147,0.0036,0.003,0.0289,0.4572,0.0025
20148,0.0039,0.0021,0.0024,0.3791,0.0022
20149,0.0049,0.0047,0.0042,1.1954,0.0031
20150,0.0034,0.0026,0.0028,0.4839,0.0024
20151,0.0035,0.0028,0.003,0.4891,0.0025
20152,0.0058,0.0052,0.0048,6.9981,0.0037
20153,0.0023,0.0015,0.0018,0.1579,0.0016
20154,0.0046,0.0036,0.0037,1.1417,0.003
20155,0.0041,0.0043,0.0034,0.6029,0.0027
20156,0.0034,0.0024,0.0027,0.5316,0.0023
20157,0.004,0.0031,0.0033,0.6125,0.0026
20158,0.0031,0.0025,0.0026,0.501,0.0022
20159,0.0026,0.002,0.003,0.2452,0.0019
20160,0.0041,0.0034,0.0036,1.2294,0.0029
20161,0.0051,0.0032,0.0033,1.1701,0.0027
20162,0.0026,0.0019,0.0021,0.2602,0.0019
20163,0.0025,0.002,0.0022,0.3453,0.0018
20164,0.002,0.0016,0.0018,0.1387,0.0015
20165,0.0036,0.0028,0.003,0.6044,0.0025
20166,0.0039,0.0032,0.0033,0.826,0.0026
20167,0.0031,0.0024,0.0026,0.7207,0.003
20168,0.0025,0.002,0.0022,0.2136,0.0019
20169,0.0034,0.0026,0.0029,0.3591,0.0024
20170,0.0035,0.0029,0.003,0.4017,0.0024
20171,0.0041,0.0034,0.0036,1.2255,0.0029
20172,0.0026,0.0018,0.0021,0.1914,0.0018
20173,0.0028,0.0022,0.0024,0.2613,0.0022
20174,0.0029,0.0021,0.0032,0.2573,0.0021
20175,0.0027,0.0029,0.0023,0.2335,0.0021
20176,0.0057,0.0046,0.0045,1.2711,0.0035
20177,0.003,0.0023,0.0026,0.3878,0.0023
20178,0.0047,0.0044,0.0041,4.4227,0.0032
20179,0.0018,0.0014,0.0016,0.1006,0.0014
20180,0.0047,0.0044,0.004,1.1172,0.0032
20181,0.0038,0.0033,0.0033,0.5273,0.0027
20182,0.0037,0.003,0.0033,0.8744,0.0028
20183,0.0037,0.003,0.0031,0.8687,0.0025
20184,0.0041,0.0037,0.0034,0.513,0.0028
20185,0.004,0.0033,0.0034,1.2861,0.0028
20186,0.0032,0.0025,0.0027,0.5628,0.0023
20187,0.0025,0.0019,0.0031,0.1867,0.002
20188,0.0041,0.0034,0.0036,0.7165,0.0035
20189,0.0042,0.0023,0.0026,0.2155,0.0023
20190,0.0022,0.0017,0.0019,0.185,0.0018
20191,0.0023,0.0016,0.002,0.1944,0.0016
20192,0.0033,0.0038,0.0028,0.5339,0.0024
20193,0.0037,0.0029,0.0032,1.0162,0.0025
20194,0.005,0.0041,0.0041,2.0211,0.0032
20195,0.0044,0.0036,0.0035,0.6922,0.0029
20196,0.0042,0.0033,0.0035,0.6184,0.0028
20197,0.0048,0.0041,0.0041,2.2909,0.0031
20198,0.0039,0.0031,0.0033,0.7897,0.0027
20199,0.0031,0.0023,0.0026,0.3886,0.0021
20200,0.0047,0.0042,0.0048,1.1296,0.0032
20201,0.0033,0.0026,0.0028,0.3966,0.0023
20202,0.0049,0.0033,0.0033,0.6115,0.0027
20203,0.0025,0.0018,0.0021,0.1933,0.0017
20204,0.0025,0.002,0.0022,0.2361,0.0019
20205,0.0036,0.0032,0.0033,0.5024,0.0026
20206,0.0031,0.0025,0.0029,0.4078,0.0022
20207,0.0032,0.0037,0.0029,0.4168,0.0023
20208,0.0024,0.0018,0.0022,0.1639,0.0018
20209,0.0058,0.0056,0.0053,7.4782,0.0044
20210,0.0038,0.0032,0.0033,0.5955,0.0026
20211,0.0037,0.003,0.0031,0.7301,0.0027
20212,0.002,0.0016,0.0018,0.1205,0.0016
20213,0.0045,0.0038,0.0047,2.6199,0.0031
20214,0.0017,0.0012,0.0015,0.0782,0.0015
20215,0.0027,0.0021,0.0022,0.253,0.002
20216,0.0062,0.0045,0.0043,2.7936,0.0034
20217,0.0048,0.0041,0.0039,1.7613,0.0033
20218,0.0036,0.0028,0.0029,0.8152,0.0024
20219,0.003,0.0025,0.0024,0.4821,0.0022
20220,0.0037,0.003,0.003,0.5023,0.0025
20221,0.005,0.0043,0.0043,2.6537,0.0036
20222,0.0046,0.0052,0.004,2.37,0.0032
20223,0.0041,0.0035,0.0034,0.708,0.0027
20224,0.0026,0.0019,0.0022,0.219,0.002
20225,0.0019,0.0014,0.0016,0.097,0.0015
20226,0.0028,0.002,0.0032,0.2674,0.002
20227,0.0036,0.0029,0.0031,0.6588,0.0024
20228,0.0031,0.0026,0.0028,0.6804,0.0023
20229,0.0029,0.0023,0.0026,0.3316,0.0021
20230,0.0053,0.0034,0.0034,0.9543,0.0035
20231,0.0035,0.0029,0.0031,0.648,0.0025
20232,0.0035,0.0028,0.0031,0.6904,0.0026
20233,0.0019,0.0014,0.0016,0.0889,0.0015
20234,0.004,0.0033,0.0036,0.6983,0.0028
20235,0.0047,0.0043,0.0042,1.0756,0.0033
20236,0.0031,0.0024,0.0027,0.2759,0.0023
20237,0.0028,0.0023,0.0025,0.2877,0.0022
20238,0.0025,0.0018,0.0021,0.2689,0.0018
20239,0.0025,0.0019,0.0022,0.3179,0.0019
20240,0.0023,0.0017,0.0029,0.1587,0.0019
20241,0.004,0.0042,0.0034,0.7113,0.0027
20242,0.0029,0.0022,0.0027,0.3163,0.002
20243,0.0028,0.0021,0.0023,0.3952,0.002
20244,0.0037,0.003,0.0032,0.6195,0.0024
20245,0.0065,0.0051,0.0049,1.4302,0.0037
20246,0.0049,0.0041,0.004,1.5468,0.0032
20247,0.0028,0.0021,0.0025,0.2516,0.002
20248,0.0029,0.0024,0.0026,0.2686,0.0022
20249,0.0031,0.0024,0.0027,0.5769,0.0021
20250,0.0036,0.0029,0.0031,0.9618,0.0026
20251,0.0049,0.0042,0.0042,1.1777,0.003
20252,0.0016,0.0012,0.0014,0.0527,0.0021
20253,0.0033,0.0028,0.0036,0.4247,0.0022
20254,0.0036,0.003,0.003,0.4097,0.0026
20255,0.0038,0.0031,0.0032,0.658,0.0028
20256,0.0045,0.004,0.004,1.7119,0.0031
20257,0.0045,0.0027,0.0029,0.8657,0.0025
20258,0.0041,0.0047,0.0034,1.3798,0.0028
20259,0.0027,0.0021,0.0022,0.2067,0.0019
20260,0.0041,0.0035,0.0035,1.1686,0.003
20261,0.0053,0.0048,0.0047,1.3443,0.0036
20262,0.0035,0.0028,0.0031,0.5332,0.0025
20263,0.0033,0.0028,0.0029,0.4341,0.0025
20264,0.0024,0.002,0.0021,0.2255,0.0018
20265,0.0025,0.002,0.0022,0.2664,0.0019
20266,0.0023,0.0018,0.0021,0.1955,0.0018
20267,0.004,0.0033,0.0045,0.7462,0.003
20268,0.0052,0.0046,0.0045,1.4226,0.0034
20269,0.0026,0.002,0.0022,0.2367,0.0018
20270,0.0028,0.0022,0.0024,0.291,0.0022
20271,0.005,0.0034,0.0035,1.3915,0.0027
20272,0.0037,0.0029,0.0031,0.522,0.0034
20273,0.005,0.0044,0.0043,2.3139,0.0033
20274,0.0028,0.0022,0.0024,0.4815,0.002
20275,0.0038,0.0044,0.0032,1.0489,0.0026
20276,0.0033,0.0026,0.0029,0.9558,0.0022
20277,0.0029,0.0021,0.0024,0.354,0.0021
20278,0.0033,0.0031,0.0029,0.4198,0.0023
20279,0.0023,0.0017,0.002,0.1821,0.0019
20280,0.0035,0.0029,0.0038,0.5326,0.0024
20281,0.0047,0.0043,0.0041,2.1024,0.0033
20282,0.0024,0.0018,0.002,0.1527,0.0018
20283,0.0043,0.0039,0.0038,1.4397,0.0031
20284,0.0031,0.0016,0.0019,0.1128,0.0016
20285,0.0028,0.0022,0.0024,0.2485,0.0021
20286,0.0037,0.0031,0.0031,0.7251,0.0026
20287,0.0024,0.0017,0.002,0.1863,0.0017
20288,0.0037,0.0031,0.0033,0.9439,0.0026
20289,0.0045,0.004,0.0038,0.8615,0.0028
20290,0.0038,0.0031,0.0034,0.831,0.0028
20291,0.0033,0.0026,0.0028,0.436,0.0024
20292,0.002,0.0015,0.0017,0.1501,0.0015
20293,0.0046,0.0041,0.0045,2.212,0.0038
20294,0.0023,0.0027,0.0019,0.1803,0.0017
20295,0.0041,0.0036,0.0035,0.7871,0.0029
20296,0.003,0.0023,0.0025,0.3672,0.0021
20297,0.0039,0.0036,0.0035,0.7043,0.003
20298,0.0055,0.004,0.0037,1.3779,0.0029
20299,0.0025,0.0018,0.002,0.2612,0.002
20300,0.0024,0.0018,0.0019,0.145,0.0017
20301,0.0022,0.0016,0.0019,0.1659,0.0018
20302,0.0031,0.0024,0.0026,0.295,0.0022
20303,0.0036,0.003,0.0031,0.9389,0.0026
20304,0.005,0.0044,0.0042,1.0562,0.0034
20305,0.0028,0.0021,0.0023,0.3118,0.0019
20306,0.0027,0.0021,0.0023,0.3676,0.0021
20307,0.0029,0.0022,0.0033,0.2802,0.0021
20308,0.0032,0.0027,0.0028,0.5126,0.0023
20309,0.0024,0.0019,0.002,0.1707,0.0017
20310,0.004,0.0034,0.0035,1.12,0.0028
20311,0.0027,0.0022,0.0024,0.3201,0.002
20312,0.0034,0.0027,0.0029,0.3847,0.0025
20313,0.0039,0.0049,0.0035,0.8129,0.0026
20314,0.0043,0.0027,0.0029,0.5896,0.0026
20315,0.0024,0.0018,0.002,0.1854,0.0018
20316,0.005,0.0044,0.0045,2.808,0.0041
20317,0.0044,0.0036,0.0037,1.4627,0.003
20318,0.0021,0.0016,0.0018,0.1382,0.0017
20319,0.0035,0.0028,0.0031,0.9093,0.0026
20320,0.0017,0.0012,0.0016,0.128,0.0013
20321,0.002,0.0015,0.0017,0.1159,0.0015
20322,0.0038,0.003,0.0042,0.8906,0.0027
20323,0.0038,0.003,0.0033,0.8099,0.0027
20324,0.0032,0.0024,0.0028,0.3481,0.0023
20325,0.0035,0.0028,0.0031,0.7967,0.0026
20326,0.0023,0.0018,0.0021,0.1857,0.0018
20327,0.0039,0.0033,0.0034,1.6464,0.0029
20328,0.0056,0.0038,0.0037,1.0065,0.003
20329,0.0043,0.0035,0.0035,0.9613,0.003
20330,0.0037,0.004,0.0032,0.5412,0.0027
20331,0.0023,0.0017,0.0019,0.1485,0.0016
20332,0.0036,0.0028,0.003,0.5403,0.0025
20333,0.0021,0.0015,0.0018,0.1413,0.0016
20334,0.0045,0.0039,0.0038,2.061,0.003
20335,0.0047,0.0046,0.0048,1.2113,0.003
20336,0.0046,0.0041,0.0041,1.0372,0.0031
20337,0.0032,0.0025,0.0027,0.3515,0.0029
20338,0.003,0.0024,0.0026,0.5261,0.002
20339,0.0045,0.0038,0.0039,1.4102,0.0031
20340,0.0055,0.0036,0.0038,1.3055,0.003
20341,0.0035,0.0028,0.0031,0.5315,0.0024
20342,0.0033,0.0026,0.0028,0.6042,0.0024
20343,0.0024,0.0018,0.0021,0.1852,0.0018
20344,0.0031,0.0024,0.0027,0.5318,0.0024
20345,0.0035,0.0028,0.003,0.8285,0.0024
20346,0.0041,0.0035,0.0036,0.6879,0.003
20347,0.0029,0.0021,0.0023,0.4433,0.0019
20348,0.0043,0.0048,0.0048,2.1169,0.0031
20349,0.0029,0.0023,0.0026,0.3761,0.0022
20350,0.0049,0.0043,0.0042,1.5414,0.0033
20351,0.0032,0.0024,0.0028,0.4971,0.0024
20352,0.0057,0.0056,0.0052,8.9206,0.0038
20353,0.0033,0.0015,0.0018,0.1097,0.0018
20354,0.0031,0.0025,0.0027,0.531,0.0024
20355,0.0044,0.004,0.0039,0.9731,0.0029
20356,0.0049,0.0047,0.0041,2.2525,0.0033
20357,0.0024,0.0018,0.0021,0.1806,0.0027
20358,0.0044,0.0037,0.0038,2.1888,0.0029
20359,0.0039,0.0035,0.0042,0.6312,0.0027
20360,0.0038,0.003,0.0032,1.4387,0.0027
20361,0.0048,0.004,0.0041,1.8058,0.003
20362,0.0064,0.0068,0.0052,5.512,0.0042
20363,0.0041,0.0033,0.0034,0.7077,0.0029
20364,0.0047,0.0027,0.0029,0.5603,0.0024
20365,0.0027,0.002,0.0022,0.3478,0.0019
20366,0.0042,0.0034,0.0036,1.8553,0.003
20367,0.0045,0.0036,0.0036,0.7456,0.003
20368,0.0023,0.0017,0.0019,0.1666,0.0019
20369,0.0032,0.0025,0.0026,0.4649,0.0022
20370,0.0023,0.0016,0.002,0.2537,0.0019
20371,0.0025,0.0019,0.002,0.2025,0.0018
20372,0.006,0.0055,0.006,6.0654,0.0037
20373,0.0018,0.0013,0.0016,0.0736,0.0015
20374,0.003,0.0023,0.0026,0.316,0.002
20375,0.0024,0.0019,0.0022,0.2126,0.0019
20376,0.0034,0.0027,0.0031,0.5913,0.0023
20377,0.0021,0.0015,0.0019,0.109,0.0021
20378,0.0057,0.0054,0.0053,1.7228,0.0038
20379,0.0041,0.0025,0.0029,0.3275,0.0023
