id,gm_time_s,extend_time_s,extend_g_time_s,ilp_time_s,syn_time_s
51,0.0038,0.0034,0.0034,0.8294,0.0028
52,0.004,0.0036,0.0035,0.9897,0.0029
53,0.0022,0.0018,0.002,0.2084,0.0017
54,0.0035,0.0032,0.0031,1.3716,0.0026
55,0.0031,0.0026,0.0027,0.5786,0.0021
56,0.0031,0.0025,0.0027,0.5577,0.0028
57,0.0023,0.0018,0.0019,0.2289,0.0017
58,0.0014,0.0009,0.0012,0.0576,0.0012
59,0.0035,0.0039,0.0031,0.7526,0.0024
60,0.0037,0.003,0.0032,0.7634,0.0026
61,0.0023,0.0017,0.002,0.2068,0.0018
62,0.0066,0.006,0.006,18.6663,0.004
63,0.003,0.0025,0.0026,0.5543,0.0022
64,0.0021,0.0017,0.0018,0.213,0.0017
65,0.003,0.0026,0.0027,0.5308,0.0022
66,0.0021,0.0022,0.0018,0.1443,0.0016
67,0.0024,0.0018,0.0021,0.225,0.0018
68,0.0027,0.0022,0.0023,0.3774,0.002
69,0.0041,0.0036,0.0036,1.8263,0.0028
70,0.0016,0.0012,0.0014,0.1022,0.0014
71,0.0035,0.0032,0.0031,0.713,0.0024
72,0.0031,0.0026,0.0027,0.4964,0.0023
73,0.0017,0.0012,0.0014,0.0872,0.0013
74,0.003,0.0024,0.0026,0.8115,0.0022
75,0.0053,0.0047,0.0047,4.2382,0.0033
76,0.0049,0.0049,0.0043,7.7757,0.0039
77,0.0031,0.0027,0.0027,0.6019,0.0022
78,0.0023,0.0019,0.002,0.2565,0.0018
79,0.0037,0.0034,0.0032,1.917,0.0025
80,0.0031,0.0026,0.0027,0.5888,0.0023
81,0.0025,0.002,0.0022,0.328,0.0018
82,0.0034,0.0029,0.003,0.7248,0.0024
83,0.0043,0.0045,0.0039,1.1737,0.0031
84,0.0023,0.0018,0.002,0.1809,0.0017
85,0.0056,0.0055,0.005,2.4601,0.0038
86,0.003,0.0025,0.0026,0.7143,0.0022
87,0.0042,0.0032,0.0037,0.7806,0.0024
88,0.0058,0.006,0.0052,3.9911,0.004
89,0.0022,0.0017,0.002,0.1888,0.0018
90,0.0021,0.0016,0.0019,0.1742,0.0016
91,0.0046,0.0044,0.004,3.3526,0.0031
92,0.0042,0.0037,0.0036,1.1028,0.0029
93,0.002,0.0015,0.0018,0.1565,0.0015
94,0.003,0.0025,0.0026,0.4055,0.0023
95,0.0032,0.0027,0.0028,0.5038,0.0023
96,0.0022,0.0017,0.0019,0.1846,0.0022
97,0.0038,0.0034,0.0034,0.8419,0.0026
98,0.003,0.0024,0.0026,0.678,0.0023
99,0.0039,0.004,0.0034,1.6442,0.0028
100,0.0043,0.0032,0.0038,0.959,0.0027
101,0.0025,0.0019,0.0022,0.3433,0.0019
102,0.0051,0.0051,0.0046,2.1252,0.0035
103,0.0035,0.003,0.003,0.7483,0.0024
104,0.0035,0.0031,0.0032,0.8697,0.0025
105,0.0027,0.0022,0.0024,0.3723,0.002
106,0.0032,0.0027,0.0028,0.8255,0.0023
107,0.0043,0.0039,0.0038,1.2159,0.003
108,0.0038,0.0034,0.0034,1.1448,0.0027
109,0.0035,0.003,0.0031,0.7413,0.0025
110,0.0035,0.003,0.0031,1.518,0.0025
111,0.0027,0.0023,0.0024,0.351,0.002
112,0.0056,0.0056,0.005,11.4818,0.0032
113,0.0039,0.0035,0.0034,2.1777,0.0028
114,0.0031,0.0025,0.0027,0.8979,0.0021
115,0.0026,0.0021,0.0023,0.2902,0.0025
116,0.0044,0.0041,0.0039,3.9863,0.003
117,0.003,0.0024,0.0026,0.6624,0.0021
118,0.0029,0.0024,0.0025,0.718,0.002
119,0.0035,0.0029,0.0031,0.6839,0.0025
120,0.0033,0.0028,0.003,0.7071,0.0025
121,0.0022,0.0017,0.0018,0.2503,0.0016
122,0.0036,0.0031,0.0031,1.3869,0.0025
123,0.0033,0.003,0.0029,1.1401,0.0022
124,0.0038,0.0025,0.0034,0.7849,0.0024
125,0.0028,0.0023,0.0024,0.3305,0.002
126,0.0038,0.0033,0.0033,0.9468,0.0028
127,0.0044,0.004,0.0039,1.6053,0.0031
128,0.0044,0.0047,0.0039,2.0508,0.0031
129,0.0027,0.0023,0.0024,0.318,0.002
130,0.0035,0.0029,0.0032,0.6081,0.0026
131,0.0021,0.0015,0.0018,0.133,0.0017
132,0.002,0.0016,0.0018,0.1526,0.0015
133,0.0036,0.0031,0.0032,0.7081,0.0027
134,0.0042,0.0037,0.0036,2.3071,0.0029
135,0.0036,0.0031,0.0031,0.8515,0.0025
136,0.0016,0.0012,0.0013,0.0478,0.0021
137,0.0034,0.0022,0.0029,0.3376,0.0019
138,0.002,0.0015,0.0017,0.1725,0.0016
139,0.004,0.0037,0.0036,0.94,0.0028
140,0.0032,0.0027,0.0027,0.4579,0.0024
141,0.0033,0.0027,0.0029,0.8672,0.0024
142,0.0029,0.0024,0.0026,0.7293,0.0021
143,0.0034,0.003,0.0029,1.17,0.0024
144,0.0055,0.0054,0.0047,8.7809,0.0037
145,0.0018,0.0013,0.0015,0.1795,0.0013
146,0.0033,0.0036,0.003,0.5763,0.0025
147,0.0028,0.0022,0.0025,0.3656,0.0021
148,0.0038,0.0034,0.0033,0.7535,0.0027
149,0.0043,0.0039,0.0037,3.1586,0.003
150,0.0045,0.0034,0.0041,2.0052,0.0026
151,0.0026,0.0021,0.0023,0.3581,0.002
152,0.0046,0.0046,0.0041,6.3195,0.0032
153,0.0038,0.0035,0.0035,2.823,0.0027
154,0.0039,0.0037,0.0034,0.8953,0.0028
155,0.0025,0.0019,0.0021,0.299,0.0018
156,0.0018,0.0014,0.0016,0.1134,0.002
157,0.0024,0.0021,0.0021,0.3426,0.0017
158,0.0029,0.0024,0.0025,0.3721,0.0022
159,0.0033,0.0033,0.003,0.5581,0.0024
160,0.0036,0.0032,0.0032,0.7333,0.0025
161,0.0049,0.0054,0.0043,1.9837,0.0033
162,0.0037,0.0032,0.0037,1.3339,0.0025
163,0.0045,0.0032,0.0031,1.0111,0.0025
164,0.0032,0.0027,0.0028,1.0499,0.0024
165,0.0032,0.0027,0.0029,1.3747,0.0023
166,0.0028,0.0023,0.0025,0.4343,0.0022
167,0.0021,0.0017,0.0019,0.2073,0.0017
168,0.0043,0.0039,0.0038,1.631,0.0031
169,0.005,0.0049,0.0044,5.928,0.0033
170,0.0033,0.0029,0.0029,1.125,0.0024
171,0.0033,0.0028,0.0029,0.5253,0.0023
172,0.0038,0.0033,0.0033,1.3178,0.0027
173,0.0034,0.0028,0.003,0.608,0.0027
174,0.0031,0.0026,0.0034,0.4318,0.0022
175,0.0045,0.0033,0.0032,0.7001,0.0032
176,0.004,0.0044,0.0035,0.9772,0.0027
177,0.0019,0.0014,0.0017,0.1226,0.0016
178,0.0031,0.0026,0.0027,0.7869,0.0022
179,0.0019,0.0014,0.0017,0.1087,0.0016
180,0.0038,0.0033,0.0033,1.7256,0.0027
181,0.0025,0.002,0.0022,0.3032,0.0019
182,0.0028,0.0022,0.0024,0.4215,0.0021
183,0.0047,0.0043,0.0041,3.4739,0.0032
184,0.002,0.0018,0.0017,0.1685,0.0016
185,0.0015,0.0011,0.0013,0.0757,0.0013
186,0.0032,0.0028,0.0029,0.5265,0.0026
187,0.0033,0.0027,0.0029,0.4768,0.0025
188,0.0062,0.0066,0.0061,18.6713,0.0041
189,0.0042,0.0031,0.003,0.576,0.0025
190,0.0036,0.0031,0.0031,0.5985,0.0027
191,0.0019,0.0014,0.0017,0.1326,0.0015
192,0.0049,0.0045,0.0043,4.3427,0.0034
193,0.0041,0.0045,0.0036,3.2903,0.0029
194,0.0031,0.0025,0.0026,0.7056,0.0021
195,0.0025,0.0019,0.0022,0.2905,0.0024
196,0.0036,0.003,0.0031,1.3955,0.0025
197,0.0043,0.004,0.0038,1.0415,0.0032
198,0.0029,0.0023,0.0025,0.7681,0.0021
199,0.0022,0.0017,0.0019,0.2259,0.0016
200,0.0029,0.0023,0.0031,0.4076,0.0021
201,0.0028,0.0023,0.0024,0.5666,0.0019
202,0.0041,0.0028,0.0029,0.5483,0.0024
203,0.0031,0.0026,0.0026,0.7963,0.0022
204,0.0033,0.0027,0.0028,0.7136,0.0023
205,0.0035,0.0029,0.0031,1.1817,0.0024
206,0.0044,0.004,0.004,3.0887,0.0031
207,0.0024,0.0018,0.0021,0.1912,0.0019
208,0.0034,0.0028,0.003,0.5857,0.0025
209,0.0019,0.0015,0.0018,0.1443,0.0016
210,0.0035,0.003,0.0031,0.7227,0.0024
211,0.0041,0.0045,0.0036,2.6775,0.0028
212,0.0039,0.0035,0.0034,1.0512,0.0028
213,0.0029,0.0025,0.0031,0.7168,0.0021
214,0.0028,0.0028,0.0024,0.3792,0.002
215,0.0033,0.0019,0.0021,0.3459,0.0017
216,0.0026,0.002,0.0023,0.2533,0.0024
217,0.0037,0.0032,0.0033,0.7038,0.0025
218,0.0024,0.0019,0.0021,0.3479,0.0018
219,0.0021,0.0019,0.0019,0.233,0.0015
220,0.0046,0.004,0.0039,1.1727,0.0031
221,0.0022,0.0017,0.0019,0.2583,0.0016
222,0.0034,0.0024,0.0026,0.4674,0.0022
223,0.0032,0.0025,0.0027,0.5184,0.0021
224,0.004,0.0033,0.0033,0.7567,0.0028
225,0.003,0.0024,0.0025,0.3799,0.0021
226,0.0028,0.0022,0.0024,0.3185,0.0021
227,0.0052,0.0048,0.0049,4.2329,0.0034
228,0.0035,0.0029,0.003,0.8514,0.0024
229,0.0049,0.0045,0.0037,1.2665,0.003
230,0.0014,0.001,0.0013,0.049,0.0012
231,0.004,0.0035,0.0035,1.6347,0.0027
232,0.0037,0.0033,0.0033,0.7808,0.0027
233,0.0041,0.0036,0.0036,2.0586,0.0028
234,0.0042,0.0041,0.0037,4.8494,0.0028
235,0.0036,0.0031,0.0031,1.2404,0.0026
236,0.0045,0.0042,0.004,3.6193,0.0037
237,0.0032,0.0026,0.0027,0.804,0.0022
238,0.0024,0.0018,0.0021,0.2438,0.0018
239,0.006,0.0062,0.0058,17.8404,0.0037
240,0.0045,0.003,0.0031,1.012,0.0025
241,0.0037,0.0032,0.0032,0.7973,0.0027
242,0.0039,0.0035,0.0033,1.2257,0.0026
243,0.0042,0.0047,0.0038,2.3971,0.003
244,0.0044,0.0038,0.0039,2.0241,0.003
245,0.0023,0.0018,0.002,0.2757,0.0017
246,0.0035,0.0031,0.0031,0.6289,0.0026
247,0.0013,0.0009,0.0012,0.0506,0.001
248,0.0032,0.0027,0.0032,0.4375,0.0024
249,0.0042,0.0041,0.0037,0.9747,0.0029
250,0.0029,0.0024,0.0044,0.4861,0.0021
251,0.0046,0.0042,0.0041,3.0499,0.0032
252,0.003,0.0028,0.0029,0.4374,0.0022
253,0.0039,0.0031,0.0027,0.4311,0.0023
254,0.002,0.0016,0.0018,0.1355,0.0015
255,0.0038,0.0032,0.0032,0.7138,0.0024
256,0.0031,0.0026,0.0027,0.3833,0.0022
257,0.004,0.0034,0.0034,1.5105,0.0033
258,0.0025,0.0024,0.0023,0.2369,0.0019
259,0.0035,0.0032,0.0031,0.5618,0.0025
260,0.0016,0.0012,0.0014,0.0758,0.0013
261,0.0039,0.0042,0.0034,1.1204,0.0028
262,0.0034,0.0028,0.0029,0.5176,0.0024
263,0.003,0.0024,0.0026,0.4435,0.002
264,0.0023,0.0019,0.0026,0.211,0.0018
265,0.0049,0.0046,0.0042,6.5636,0.0032
266,0.0042,0.0038,0.0037,1.0649,0.0028
267,0.0046,0.0034,0.0035,0.7355,0.0027
268,0.0039,0.0035,0.0035,1.1821,0.0027
269,0.0025,0.002,0.0022,0.2416,0.0019
270,0.0036,0.0032,0.0032,0.9948,0.0027
271,0.0017,0.0012,0.0016,0.0885,0.0013
272,0.0042,0.0037,0.0035,2.4932,0.0029
273,0.004,0.0035,0.0034,1.1581,0.0026
274,0.0021,0.0017,0.0019,0.1971,0.0017
275,0.0034,0.0029,0.0029,0.9076,0.0023
276,0.0036,0.0032,0.0039,0.9649,0.0025
277,0.0027,0.0025,0.0023,0.4952,0.0025
278,0.0047,0.0053,0.0041,4.1836,0.0031
279,0.0028,0.0022,0.0024,0.3055,0.0021
280,0.0043,0.0031,0.003,0.8631,0.0025
281,0.0031,0.0028,0.0027,0.455,0.0023
282,0.0036,0.0032,0.0032,0.6167,0.0026
283,0.0032,0.0027,0.0028,0.8258,0.0023
284,0.0046,0.0044,0.0041,4.1575,0.0033
285,0.0027,0.0021,0.0024,0.242,0.0022
286,0.0045,0.004,0.0039,1.0825,0.0031
287,0.0039,0.0035,0.0035,0.8471,0.0028
288,0.0047,0.0041,0.0049,1.4544,0.0032
289,0.0037,0.0032,0.0032,1.103,0.0026
290,0.0049,0.0047,0.0043,1.5688,0.0034
291,0.0045,0.0033,0.0033,1.3957,0.0026
292,0.0027,0.0021,0.0023,0.3042,0.0018
293,0.0042,0.0047,0.0036,1.5137,0.0029
294,0.0042,0.0037,0.0036,1.8446,0.003
295,0.005,0.0047,0.0044,4.4871,0.0038
296,0.0036,0.0031,0.0032,1.3168,0.0025
297,0.0032,0.0026,0.0028,0.4773,0.0024
298,0.0024,0.0019,0.0021,0.1619,0.0018
299,0.0025,0.002,0.003,0.2705,0.002
300,0.0022,0.0017,0.0019,0.1344,0.0017
301,0.0041,0.0038,0.0036,0.9492,0.0031
302,0.0032,0.0027,0.0028,0.7581,0.0022
303,0.0028,0.0022,0.0024,0.3267,0.002
304,0.0049,0.0038,0.0037,0.9818,0.0027
305,0.0041,0.0036,0.0037,0.9621,0.0034
306,0.0033,0.0027,0.0029,0.9241,0.0024
307,0.0027,0.0022,0.0024,0.2684,0.002
308,0.0045,0.0043,0.004,1.2557,0.0034
309,0.0031,0.0035,0.0027,0.4386,0.0026
310,0.0028,0.0023,0.0025,0.3522,0.0021
311,0.0032,0.0028,0.0027,0.7541,0.0026
312,0.0032,0.0027,0.0033,0.7531,0.0023
313,0.0025,0.002,0.0022,0.2985,0.002
314,0.0033,0.0028,0.0029,0.9204,0.0023
315,0.0027,0.0022,0.0024,0.3861,0.0021
316,0.0028,0.0023,0.0025,0.3513,0.0021
317,0.0025,0.0019,0.0022,0.2351,0.0024
318,0.0049,0.004,0.0035,1.8052,0.0027
319,0.0024,0.002,0.0022,0.2255,0.0019
320,0.0043,0.0039,0.0038,0.9655,0.003
321,0.0031,0.0031,0.0028,0.7605,0.0022
322,0.0029,0.0024,0.0025,0.5468,0.0022
323,0.004,0.0036,0.0036,1.7019,0.0027
324,0.0023,0.0019,0.002,0.2207,0.0018
325,0.0034,0.0028,0.003,0.5364,0.0024
326,0.0023,0.0018,0.0027,0.1999,0.0018
327,0.0043,0.0042,0.0037,1.0526,0.0029
328,0.0021,0.0023,0.0018,0.1745,0.0016
329,0.0028,0.0023,0.0025,0.3792,0.0022
330,0.0031,0.0026,0.0028,0.4068,0.0022
331,0.0025,0.0013,0.0016,0.0825,0.0015
332,0.0024,0.002,0.0022,0.2094,0.0018
333,0.0024,0.0018,0.0021,0.2346,0.0019
334,0.004,0.0038,0.0036,1.4036,0.0028
335,0.0036,0.003,0.0031,0.5627,0.0026
336,0.0053,0.0052,0.0048,6.5921,0.0037
337,0.0033,0.0028,0.0029,0.9433,0.0024
338,0.0037,0.0034,0.0033,0.7021,0.0032
339,0.0021,0.0016,0.0018,0.2113,0.0016
340,0.0029,0.0024,0.0032,0.4004,0.0023
341,0.0028,0.0023,0.0022,0.3103,0.0019
342,0.0022,0.0017,0.0019,0.1549,0.0016
343,0.0041,0.0035,0.0037,1.7701,0.0029
344,0.0036,0.0031,0.0032,0.5788,0.0025
345,0.0027,0.0013,0.0015,0.0872,0.0015
346,0.004,0.0044,0.0035,1.0583,0.0027
347,0.0019,0.0014,0.0017,0.1151,0.0016
348,0.0033,0.0028,0.0029,0.4532,0.0023
349,0.0038,0.0033,0.0034,0.7294,0.0028
350,0.0035,0.003,0.0033,0.5621,0.0026
351,0.0038,0.0034,0.0034,0.7868,0.0026
352,0.0053,0.0057,0.0046,2.6652,0.0036
353,0.0031,0.0028,0.0035,1.0742,0.0023
354,0.0025,0.002,0.0023,0.3153,0.0019
355,0.0021,0.0018,0.0018,0.2078,0.0016
356,0.0037,0.0033,0.0032,1.1484,0.0025
357,0.0036,0.0031,0.0031,0.9194,0.0026
358,0.0043,0.0031,0.003,0.7516,0.0029
359,0.0048,0.0023,0.0025,0.4143,0.0021
360,0.0048,0.0017,0.0019,0.2122,0.0018
361,0.004,0.0046,0.0035,2.4432,0.0028
362,0.002,0.0015,0.0017,0.1402,0.0016
363,0.0021,0.0017,0.0019,0.1759,0.0016
364,0.0029,0.0022,0.0025,0.3654,0.0021
365,0.0036,0.0031,0.0032,1.697,0.0025
366,0.0047,0.0042,0.0048,4.1425,0.0032
367,0.0024,0.0018,0.002,0.2179,0.0018
368,0.0031,0.0027,0.0027,0.6062,0.0022
369,0.0027,0.0022,0.0024,0.4712,0.002
370,0.003,0.0025,0.0026,0.536,0.0021
371,0.0033,0.0027,0.0029,0.6754,0.0024
372,0.0043,0.004,0.0037,1.6551,0.0029
373,0.004,0.0027,0.0028,1.144,0.0023
374,0.0034,0.0028,0.0031,0.6295,0.0025
375,0.0021,0.0016,0.0017,0.181,0.0015
376,0.0041,0.0039,0.0036,0.8963,0.0029
377,0.0021,0.0016,0.0019,0.1762,0.0016
378,0.0029,0.0023,0.0025,0.3786,0.0022
379,0.0036,0.0038,0.0031,1.3854,0.0024
380,0.004,0.0039,0.0043,1.1356,0.0038
381,0.0036,0.0031,0.0031,0.9834,0.0038
382,0.0047,0.0044,0.0041,3.0636,0.0032
383,0.0018,0.0014,0.0017,0.1077,0.0015
384,0.0028,0.0023,0.0024,0.381,0.002
385,0.0033,0.0028,0.0029,0.5005,0.0025
386,0.0028,0.0022,0.0023,0.3066,0.0019
387,0.0057,0.0045,0.0043,5.052,0.0032
388,0.0038,0.0034,0.0034,0.7959,0.0026
389,0.0024,0.0018,0.0021,0.2025,0.0018
390,0.0041,0.0036,0.0037,0.8584,0.0029
391,0.0021,0.0017,0.0019,0.1754,0.0018
392,0.0041,0.0036,0.0036,0.7436,0.0028
393,0.0032,0.0027,0.0036,0.4596,0.0023
394,0.0019,0.0014,0.0017,0.1287,0.0015
395,0.0035,0.0031,0.003,0.6566,0.0024
396,0.0039,0.0047,0.0036,1.7596,0.0028
397,0.0022,0.0017,0.0019,0.1749,0.0017
398,0.004,0.0037,0.0036,0.8699,0.0029
399,0.0022,0.0017,0.0019,0.2169,0.0016
400,0.0056,0.0044,0.0041,1.3718,0.0035
401,0.0037,0.0034,0.0033,1.1501,0.0026
402,0.0032,0.0026,0.0028,0.6155,0.0023
403,0.0028,0.0023,0.0024,0.4152,0.0019
404,0.0031,0.0027,0.0027,0.4308,0.0022
405,0.0022,0.0017,0.0019,0.2093,0.0017
406,0.0022,0.0017,0.0018,0.1606,0.0016
407,0.0054,0.003,0.0039,0.7676,0.0026
408,0.0026,0.0018,0.0025,0.2371,0.0018
409,0.0016,0.001,0.003,0.0566,0.0012
410,0.0031,0.0025,0.005,0.4401,0.0023
411,0.0021,0.0016,0.0019,0.157,0.0016
412,0.0036,0.0029,0.003,0.908,0.0026
413,0.003,0.0016,0.0018,0.132,0.0016
414,0.0026,0.002,0.0023,0.4078,0.002
415,0.0065,0.0049,0.0041,1.2283,0.0033
416,0.0036,0.0031,0.0033,0.6059,0.0026
417,0.0029,0.0022,0.0024,0.3341,0.0021
418,0.0043,0.0042,0.0038,2.6346,0.003
419,0.0026,0.0021,0.0022,0.2385,0.0018
420,0.0034,0.0027,0.003,0.5974,0.0024
421,0.0042,0.0037,0.0042,1.5778,0.0029
422,0.004,0.0034,0.0034,1.2191,0.0032
423,0.0016,0.0012,0.0014,0.0983,0.0014
424,0.005,0.005,0.0043,7.0865,0.0033
425,0.0022,0.0017,0.002,0.2355,0.0016
426,0.0035,0.0028,0.003,0.9051,0.0025
427,0.0025,0.0021,0.0021,0.1791,0.0018
428,0.0033,0.0024,0.0023,0.236,0.0019
429,0.0046,0.0043,0.004,2.4822,0.003
430,0.0014,0.001,0.0012,0.0468,0.0013
431,0.0043,0.0038,0.0037,2.5398,0.0029
432,0.0023,0.0017,0.002,0.1443,0.0017
433,0.0038,0.0042,0.0032,0.7305,0.0027
434,0.0024,0.0018,0.0027,0.1736,0.0017
435,0.0047,0.0044,0.0039,3.2189,0.0031
436,0.0031,0.0023,0.0025,0.3495,0.0021
437,0.0032,0.0027,0.0028,0.8176,0.0023
438,0.0037,0.0031,0.0032,0.6298,0.0025
439,0.0036,0.003,0.0031,0.6131,0.0026
440,0.0027,0.0021,0.0023,0.3529,0.002
441,0.0045,0.0026,0.0028,0.4438,0.0021
442,0.0046,0.0018,0.002,0.1772,0.0024
443,0.0028,0.0024,0.003,0.5019,0.0021
444,0.0027,0.0021,0.0055,0.2776,0.0021
445,0.0049,0.0046,0.0053,2.7397,0.0033
446,0.0044,0.0039,0.0038,3.3913,0.0029
447,0.0028,0.0023,0.0032,0.5994,0.0021
448,0.0039,0.0034,0.0033,1.8517,0.0027
449,0.0034,0.0029,0.0029,1.0101,0.0023
450,0.0056,0.0064,0.0049,8.8576,0.0038
451,0.0033,0.0027,0.0029,0.5311,0.0024
452,0.0035,0.0032,0.003,1.144,0.0023
453,0.0033,0.0028,0.0029,0.6945,0.0024
454,0.0018,0.0013,0.0016,0.1397,0.0013
455,0.0036,0.0022,0.0023,0.3996,0.002
456,0.0025,0.0019,0.0022,0.4383,0.0018
457,0.0029,0.0024,0.0026,1.274,0.0022
458,0.0022,0.0013,0.0015,0.1478,0.0014
459,0.0041,0.0037,0.0036,1.2987,0.003
460,0.0034,0.0033,0.003,0.5748,0.0024
461,0.0029,0.0024,0.0031,0.4044,0.0021
462,0.0023,0.0019,0.0027,0.1854,0.0017
463,0.0035,0.0027,0.003,0.4856,0.003
464,0.0057,0.0046,0.0043,3.3508,0.0033
465,0.0051,0.005,0.0046,6.6029,0.0036
466,0.0069,0.0083,0.0085,32.1408,0.0045
467,0.0057,0.0046,0.0052,6.0565,0.0034
468,0.0032,0.003,0.0028,0.4792,0.0022
469,0.0044,0.0041,0.0039,2.7249,0.0031
470,0.0045,0.004,0.0039,2.4658,0.003
471,0.0058,0.0059,0.0062,2.9734,0.0037
472,0.0028,0.0024,0.0025,0.3428,0.0021
473,0.0036,0.0032,0.0055,0.6057,0.0028
474,0.0031,0.0026,0.0057,0.4399,0.0023
475,0.0032,0.0043,0.0054,1.1303,0.0022
476,0.0037,0.0032,0.0062,1.0897,0.0027
477,0.0048,0.0041,0.0034,0.9236,0.0027
478,0.004,0.0033,0.0032,0.7381,0.0025
479,0.0028,0.0022,0.0039,0.3576,0.0029
480,0.0036,0.0039,0.0056,0.8407,0.0024
481,0.0027,0.0021,0.0024,0.3016,0.0019
482,0.0026,0.0021,0.0023,0.2292,0.002
483,0.0019,0.0014,0.0026,0.0849,0.0016
484,0.0021,0.0016,0.0018,0.116,0.0016
485,0.0016,0.0012,0.0015,0.071,0.0014
486,0.0039,0.0035,0.0034,0.7636,0.0027
487,0.0042,0.0043,0.0038,2.8282,0.0029
488,0.0031,0.0025,0.0028,0.7002,0.0023
489,0.0033,0.0029,0.0029,1.0352,0.0024
490,0.0021,0.0016,0.0019,0.1658,0.0016
491,0.0031,0.0025,0.003,0.4197,0.0021
492,0.0034,0.0022,0.0043,0.3091,0.002
493,0.0022,0.0022,0.0027,0.2389,0.0018
494,0.002,0.0015,0.0022,0.1182,0.0015
495,0.0026,0.0023,0.0042,0.405,0.0021
496,0.0019,0.0014,0.002,0.1398,0.0013
497,0.0031,0.0024,0.0027,0.3968,0.0023
498,0.0024,0.0018,0.0022,0.257,0.0017
499,0.002,0.0014,0.0026,0.1437,0.0014
500,0.0029,0.0024,0.0025,0.3702,0.0022
501,0.0026,0.002,0.0024,0.2425,0.0024
502,0.0049,0.0051,0.0043,2.0169,0.0032
503,0.0026,0.0021,0.0023,0.3413,0.0019
504,0.0026,0.002,0.0023,0.3556,0.0019
505,0.0023,0.0018,0.002,0.1658,0.0017
506,0.0037,0.0032,0.0035,0.6958,0.0027
507,0.0037,0.0035,0.0037,1.0369,0.006
508,0.0047,0.0037,0.0048,0.8181,0.0039
509,0.0026,0.0021,0.0029,0.2592,0.0018
510,0.0029,0.0025,0.0026,0.6229,0.0021
511,0.0032,0.0026,0.0035,0.4714,0.0022
512,0.0039,0.0036,0.0035,1.4604,0.0027
513,0.003,0.0039,0.0034,0.8022,0.0022
514,0.0047,0.0105,0.0042,7.4766,0.0031
515,0.0025,0.0047,0.0022,0.249,0.0018
516,0.0021,0.004,0.0019,0.1625,0.0016
517,0.0025,0.0024,0.0022,0.2154,0.002
518,0.004,0.0046,0.0044,3.1883,0.0028
519,0.0021,0.0016,0.0018,0.1443,0.0015
520,0.0023,0.0028,0.0022,0.2237,0.0018
521,0.004,0.0036,0.0035,1.3765,0.0027
522,0.0023,0.0021,0.0021,0.2121,0.0023
523,0.0039,0.0029,0.0028,0.4684,0.0022
