id,gm_time_s,extend_time_s,extend_g_time_s,ilp_time_s,syn_time_s
15749,0.0035,0.003,0.0032,0.4952,0.0026
15750,0.005,0.0034,0.0035,0.639,0.003
15751,0.0324,0.004,0.0048,0.936,0.0032
15752,0.0019,0.0014,0.0016,0.0997,0.0014
15753,0.0039,0.0034,0.0035,0.7206,0.0028
15754,0.0016,0.0012,0.0015,0.0714,0.0013
15755,0.0039,0.0033,0.0034,0.6059,0.0029
15756,0.0024,0.002,0.0021,0.1848,0.0018
15757,0.0046,0.0044,0.0041,1.2071,0.0034
15758,0.0044,0.0041,0.004,2.6201,0.0032
15759,0.0027,0.0023,0.0025,0.3592,0.0022
15760,0.0021,0.0017,0.0018,0.1358,0.0016
15761,0.002,0.0015,0.0019,0.1663,0.0017
15762,0.0041,0.0036,0.0035,0.8766,0.0028
15763,0.0045,0.0052,0.004,3.728,0.003
15764,0.003,0.0019,0.0021,0.2022,0.0018
15765,0.0034,0.0029,0.004,0.5767,0.0023
15766,0.002,0.0015,0.0017,0.1232,0.0016
15767,0.0028,0.0023,0.0024,0.3157,0.002
15768,0.0061,0.0061,0.0055,14.9959,0.0046
15769,0.0036,0.0032,0.0032,1.2068,0.0025
15770,0.0038,0.0033,0.0035,1.3008,0.0029
15771,0.0016,0.0012,0.0014,0.1036,0.0012
15772,0.0028,0.0023,0.0025,0.3275,0.0022
15773,0.0022,0.0017,0.002,0.1688,0.0017
15774,0.0034,0.0029,0.0031,0.8584,0.0025
15775,0.0033,0.0027,0.003,0.5974,0.0023
15776,0.0021,0.0015,0.0018,0.1508,0.0017
15777,0.0012,0.0009,0.0011,0.0463,0.001
15778,0.0035,0.0029,0.003,0.5059,0.0025
15779,0.005,0.0037,0.0038,0.9817,0.0029
15780,0.0026,0.0019,0.0031,0.3227,0.0019
15781,0.0023,0.0018,0.002,0.1958,0.0017
15782,0.0031,0.0036,0.0027,0.431,0.0024
15783,0.0021,0.0015,0.0019,0.1919,0.0015
15784,0.0038,0.0032,0.0033,1.2291,0.0027
15785,0.0032,0.0027,0.003,0.3987,0.0024
15786,0.0021,0.0017,0.002,0.1318,0.0016
15787,0.0017,0.0011,0.0015,0.0752,0.0013
15788,0.0041,0.0036,0.0037,0.8283,0.0029
15789,0.0041,0.0035,0.0037,0.9376,0.0028
15790,0.0034,0.0028,0.003,0.5731,0.0024
15791,0.0038,0.0033,0.0034,0.6866,0.0034
15792,0.0032,0.0025,0.0026,0.3767,0.0022
15793,0.0055,0.0035,0.0036,1.6964,0.0029
15794,0.0019,0.0014,0.0024,0.0924,0.0015
15795,0.0041,0.0035,0.0035,1.1551,0.0026
15796,0.0036,0.003,0.0031,0.703,0.0026
15797,0.0022,0.0016,0.0019,0.1388,0.0017
15798,0.0038,0.0031,0.0033,0.554,0.0027
15799,0.0047,0.0045,0.0042,3.5379,0.0032
15800,0.0025,0.0019,0.0022,0.2095,0.0018
15801,0.0035,0.0041,0.0032,1.1868,0.0026
15802,0.0024,0.0019,0.0022,0.2886,0.0017
15803,0.0046,0.004,0.0041,2.19,0.0032
15804,0.0044,0.0039,0.0039,0.9424,0.003
15805,0.0025,0.0019,0.0021,0.3159,0.0018
15806,0.0056,0.0044,0.0039,1.1179,0.0031
15807,0.0041,0.0037,0.0046,0.9431,0.0029
15808,0.0035,0.0031,0.0032,0.5904,0.0027
15809,0.0044,0.004,0.0039,2.1207,0.0031
15810,0.0045,0.0041,0.004,1.0389,0.003
15811,0.0034,0.0028,0.003,0.4323,0.0031
15812,0.004,0.0035,0.0036,2.603,0.0027
15813,0.0024,0.0019,0.0021,0.1807,0.0017
15814,0.005,0.0045,0.0043,3.9733,0.0034
15815,0.0035,0.0043,0.0032,1.0852,0.0025
15816,0.004,0.0036,0.0036,0.95,0.0028
15817,0.0033,0.0028,0.0029,0.5158,0.0024
15818,0.0027,0.0017,0.0027,0.0974,0.0014
15819,0.0042,0.0037,0.0038,1.3585,0.003
15820,0.0037,0.0033,0.0034,0.6007,0.0027
15821,0.002,0.0015,0.0017,0.1133,0.0016
15822,0.0021,0.0015,0.0019,0.1306,0.0016
15823,0.003,0.0024,0.0026,0.4196,0.0022
15824,0.0039,0.0034,0.0035,1.6461,0.0027
15825,0.0019,0.0015,0.0018,0.1594,0.0016
15826,0.0033,0.0028,0.0028,0.6093,0.0022
15827,0.0039,0.0035,0.0035,0.8172,0.0026
15828,0.0028,0.0021,0.0024,0.6756,0.0019
15829,0.0024,0.0018,0.0021,0.2108,0.0018
15830,0.0043,0.0037,0.0038,0.9167,0.003
15831,0.004,0.0037,0.0035,0.7704,0.0029
15832,0.0041,0.0025,0.0037,0.6428,0.0029
15833,0.002,0.0026,0.0019,0.1097,0.0016
15834,0.0021,0.0016,0.0018,0.1117,0.0016
15835,0.0035,0.003,0.0031,0.5507,0.0025
15836,0.0036,0.0035,0.0033,1.1689,0.0026
15837,0.0037,0.0031,0.0034,1.0819,0.0024
15838,0.004,0.0036,0.0036,1.4202,0.0027
15839,0.0033,0.0029,0.0029,0.6362,0.0024
15840,0.0022,0.0019,0.002,0.2157,0.0017
15841,0.0042,0.0039,0.0038,1.0777,0.0029
15842,0.0031,0.0025,0.0028,0.5873,0.0022
15843,0.0041,0.0035,0.0036,0.8415,0.0029
15844,0.0035,0.003,0.0031,0.6096,0.0025
15845,0.0043,0.0027,0.0036,0.7661,0.0023
15846,0.0022,0.0017,0.002,0.1745,0.0017
15847,0.0041,0.0037,0.0036,0.8772,0.0028
15848,0.003,0.0024,0.0026,0.5649,0.0022
15849,0.0019,0.0014,0.0017,0.1051,0.0014
15850,0.0038,0.0045,0.0035,0.7232,0.0028
15851,0.0033,0.0028,0.0029,0.4923,0.0023
15852,0.0033,0.0027,0.003,0.4855,0.0025
15853,0.0028,0.0022,0.0025,0.2846,0.002
15854,0.0055,0.005,0.0049,6.0623,0.0042
15855,0.0022,0.0016,0.0019,0.1744,0.0016
15856,0.0039,0.0033,0.0034,0.6673,0.0027
15857,0.0037,0.0034,0.0033,0.6837,0.0027
15858,0.0039,0.0024,0.0034,0.5931,0.0021
15859,0.002,0.0015,0.0017,0.1252,0.0016
15860,0.0043,0.0044,0.0039,0.9838,0.0029
15861,0.0027,0.0021,0.0024,0.2613,0.0021
15862,0.0038,0.0033,0.0035,0.6737,0.0027
15863,0.0019,0.0015,0.0018,0.1514,0.0015
15864,0.0033,0.0028,0.003,0.5515,0.0025
15865,0.0036,0.0031,0.0032,1.1384,0.0025
15866,0.0022,0.0016,0.0019,0.1524,0.0017
15867,0.0049,0.0045,0.0043,2.8242,0.0033
15868,0.0021,0.0016,0.0019,0.1585,0.0017
15869,0.0026,0.0032,0.0024,0.3193,0.0019
15870,0.0037,0.0032,0.0033,0.7522,0.0027
15871,0.0019,0.0014,0.0017,0.1093,0.0015
15872,0.0034,0.0028,0.0038,0.4297,0.0025
15873,0.0028,0.0022,0.0025,0.3648,0.0021
15874,0.0048,0.0033,0.0035,0.6491,0.0027
15875,0.002,0.0014,0.0017,0.0999,0.0021
15876,0.0044,0.0039,0.0039,1.1105,0.0028
15877,0.0028,0.0022,0.0024,0.2351,0.0021
15878,0.0032,0.0026,0.0029,0.356,0.0023
15879,0.0017,0.0013,0.0015,0.1079,0.0015
15880,0.002,0.0015,0.0018,0.1063,0.0015
15881,0.0049,0.0046,0.0043,1.2908,0.0032
15882,0.0041,0.0036,0.0035,1.3947,0.0028
15883,0.0026,0.002,0.0023,0.2556,0.0018
15884,0.0039,0.0034,0.0035,1.1438,0.0028
15885,0.0048,0.0045,0.0042,1.2511,0.0032
15886,0.0026,0.002,0.0031,0.2587,0.0018
15887,0.0018,0.0013,0.0016,0.0985,0.0014
15888,0.0038,0.0032,0.0024,0.5047,0.0021
15889,0.0026,0.002,0.0023,0.2543,0.002
15890,0.0034,0.0028,0.0029,0.715,0.0025
15891,0.0043,0.0038,0.0038,1.4728,0.0029
15892,0.0036,0.0031,0.0032,1.1075,0.0025
15893,0.0017,0.0013,0.0016,0.1162,0.0015
15894,0.0026,0.0021,0.0022,0.266,0.0018
15895,0.0027,0.0023,0.0024,0.3369,0.002
15896,0.0044,0.004,0.0039,1.8931,0.0029
15897,0.0037,0.0033,0.0033,0.7344,0.0032
15898,0.0046,0.0045,0.0041,3.0252,0.0032
15899,0.0029,0.0028,0.0025,0.5642,0.0021
15900,0.0038,0.0034,0.0042,0.9105,0.0027
15901,0.0041,0.0024,0.0027,0.3611,0.0021
15902,0.0043,0.0038,0.004,1.5305,0.0031
15903,0.0043,0.004,0.0039,3.2048,0.0029
15904,0.0041,0.0048,0.0037,0.83,0.0028
15905,0.0047,0.0043,0.0041,2.9361,0.0034
15906,0.0035,0.0029,0.0031,1.4291,0.0026
15907,0.003,0.0024,0.0027,0.3201,0.0021
15908,0.0036,0.003,0.0031,1.3132,0.0025
15909,0.0038,0.0032,0.0033,0.7071,0.0026
15910,0.0031,0.0024,0.0027,0.4744,0.0022
15911,0.0023,0.0019,0.003,0.1849,0.0017
15912,0.0056,0.0039,0.0039,2.0499,0.003
15913,0.0043,0.0038,0.0037,1.7649,0.003
15914,0.0039,0.0034,0.0034,1.2504,0.0026
15915,0.0049,0.0043,0.0042,2.6685,0.0039
15916,0.0045,0.0042,0.004,3.5057,0.0029
15917,0.0026,0.0021,0.0023,0.2201,0.002
15918,0.0044,0.0039,0.0039,1.5862,0.0031
15919,0.0042,0.0048,0.0038,0.8022,0.0028
15920,0.0024,0.0018,0.002,0.2297,0.0019
15921,0.0025,0.0277,0.0023,0.2994,0.0017
15922,0.0038,0.0031,0.0033,0.885,0.0028
15923,0.0024,0.0018,0.0031,0.1883,0.0017
15924,0.0022,0.0017,0.0019,0.1963,0.0018
15925,0.0028,0.0011,0.0014,0.0572,0.0012
15926,0.0044,0.0036,0.0036,1.4902,0.003
15927,0.0034,0.0028,0.0029,0.6651,0.0024
15928,0.0033,0.0028,0.0029,0.7062,0.0024
15929,0.0038,0.0032,0.0034,1.0753,0.0026
15930,0.004,0.0035,0.0036,0.8441,0.0028
15931,0.0043,0.004,0.0038,0.8515,0.003
15932,0.0035,0.0027,0.003,0.7905,0.0023
15933,0.003,0.0024,0.0026,0.3817,0.0022
15934,0.0033,0.0027,0.0029,0.4581,0.0023
15935,0.0053,0.0048,0.0046,2.5817,0.0035
15936,0.0057,0.0039,0.0049,0.9847,0.0036
15937,0.0019,0.0014,0.0016,0.114,0.0014
15938,0.0045,0.0048,0.004,2.3153,0.0031
15939,0.004,0.0034,0.0035,0.7717,0.0025
15940,0.0046,0.0041,0.004,1.1467,0.0031
15941,0.0038,0.0033,0.0033,0.633,0.0027
15942,0.0033,0.0027,0.0029,0.5027,0.0023
15943,0.0036,0.0031,0.0032,0.662,0.0026
15944,0.005,0.0047,0.0044,10.3386,0.0032
15945,0.0027,0.0021,0.0023,0.2462,0.0019
15946,0.0039,0.0032,0.0034,0.7071,0.0028
15947,0.0029,0.0021,0.0024,0.2694,0.0019
15948,0.0021,0.0015,0.0029,0.1322,0.0017
15949,0.004,0.0018,0.0021,0.1822,0.0019
15950,0.003,0.0024,0.0026,0.562,0.0022
15951,0.0024,0.0017,0.002,0.1908,0.0019
15952,0.0038,0.0033,0.0033,1.1336,0.0026
15953,0.0031,0.0025,0.0028,0.4034,0.0022
15954,0.0042,0.0045,0.0038,0.8666,0.003
15955,0.0028,0.0021,0.0024,0.3342,0.0019
15956,0.0031,0.0024,0.0027,0.5566,0.0023
15957,0.0032,0.0025,0.0028,0.4571,0.0029
15958,0.0032,0.0026,0.0028,0.4486,0.0022
15959,0.002,0.0014,0.0017,0.1366,0.0016
15960,0.0059,0.0054,0.0051,9.3962,0.0037
15961,0.003,0.0024,0.0026,0.4942,0.002
15962,0.0056,0.004,0.0049,1.062,0.0032
15963,0.0025,0.0021,0.0023,0.31,0.0019
15964,0.0037,0.0032,0.0033,0.7372,0.0025
15965,0.0035,0.0029,0.0031,0.7551,0.0024
15966,0.0029,0.0023,0.0026,0.4244,0.0021
15967,0.0027,0.0022,0.0023,0.2542,0.002
15968,0.0035,0.003,0.0031,0.5038,0.0024
15969,0.0053,0.0048,0.0047,6.7961,0.0035
15970,0.0033,0.0026,0.0028,0.4178,0.0023
15971,0.0035,0.0037,0.003,0.5764,0.0024
15972,0.0044,0.0039,0.0039,2.8565,0.003
15973,0.003,0.0025,0.0026,0.5643,0.0021
15974,0.0048,0.003,0.0042,1.2443,0.0026
15975,0.0033,0.0026,0.0029,0.6295,0.0022
15976,0.0072,0.0076,0.0065,24.3115,0.005
15977,0.0032,0.0026,0.0029,0.476,0.0021
15978,0.004,0.0033,0.0035,1.3707,0.0027
15979,0.0036,0.0027,0.003,0.5534,0.0024
15980,0.0024,0.0019,0.0021,0.2071,0.0017
15981,0.004,0.0034,0.0035,1.9671,0.0028
15982,0.0025,0.0019,0.0022,0.2099,0.0018
15983,0.0028,0.0022,0.0024,0.2992,0.0021
15984,0.0019,0.0014,0.0017,0.1151,0.0014
15985,0.0028,0.0023,0.0024,0.2804,0.002
15986,0.0021,0.0016,0.0019,0.1543,0.0016
15987,0.0032,0.0036,0.0027,0.3891,0.0023
15988,0.0046,0.0029,0.0041,0.4774,0.0024
15989,0.0026,0.002,0.0023,0.2168,0.002
15990,0.0035,0.003,0.003,0.6527,0.0024
15991,0.0032,0.0026,0.0028,0.767,0.0024
15992,0.0026,0.0021,0.0023,0.346,0.0019
15993,0.0048,0.0041,0.0041,1.0386,0.0033
15994,0.004,0.0036,0.0035,2.1444,0.0027
15995,0.0025,0.0019,0.0022,0.2453,0.0018
15996,0.0024,0.0018,0.002,0.3088,0.0018
15997,0.0038,0.0032,0.0034,0.7078,0.0026
15998,0.0014,0.001,0.0013,0.049,0.0019
15999,0.0022,0.0016,0.0019,0.1499,0.0016
16000,0.0037,0.0021,0.0023,0.3995,0.0019
16001,0.0018,0.0012,0.0015,0.0776,0.0013
16002,0.0026,0.002,0.0023,0.4061,0.0019
16003,0.0014,0.0009,0.0012,0.0601,0.0012
16004,0.0035,0.002,0.003,0.1935,0.0017
16005,0.0024,0.0018,0.0021,0.213,0.0018
16006,0.0047,0.0041,0.0042,2.9808,0.0031
16007,0.0045,0.0047,0.004,1.0884,0.003
16008,0.0034,0.0027,0.003,0.7695,0.0024
16009,0.0031,0.0024,0.0027,0.4938,0.0022
16010,0.0036,0.0033,0.0032,0.6512,0.0027
16011,0.0021,0.0016,0.0018,0.1653,0.0015
16012,0.0041,0.0037,0.0037,0.7775,0.0028
16013,0.0024,0.0019,0.002,0.2902,0.0017
16014,0.0032,0.0026,0.0028,0.8286,0.0024
16015,0.0041,0.0036,0.0036,1.4825,0.0027
16016,0.0042,0.0038,0.0047,0.7914,0.0029
16017,0.004,0.0023,0.0025,0.3381,0.0022
16018,0.0019,0.0014,0.0018,0.1487,0.0014
16019,0.0023,0.0019,0.0021,0.1465,0.0017
16020,0.0033,0.0026,0.0029,0.9416,0.0024
16021,0.0025,0.002,0.0022,0.2334,0.0018
16022,0.0035,0.0028,0.003,0.9333,0.0031
16023,0.0043,0.0034,0.0036,0.8181,0.0029
16024,0.0042,0.0045,0.0036,1.1852,0.0026
16025,0.0024,0.0017,0.002,0.2055,0.0018
16026,0.0047,0.0041,0.0041,1.6596,0.003
16027,0.003,0.0025,0.0027,0.3999,0.0021
16028,0.003,0.0024,0.0026,0.3921,0.0022
16029,0.0025,0.002,0.0021,0.2061,0.0018
16030,0.0025,0.0018,0.0021,0.3123,0.0018
16031,0.0023,0.0017,0.0028,0.189,0.0016
16032,0.0042,0.0026,0.0027,0.8284,0.0022
16033,0.003,0.0024,0.0025,0.462,0.0021
16034,0.0056,0.005,0.0048,2.3472,0.0035
16035,0.0047,0.0043,0.004,2.6989,0.003
16036,0.0055,0.0049,0.0046,1.8139,0.0034
16037,0.002,0.0015,0.0017,0.104,0.0015
16038,0.0032,0.0026,0.0027,0.4243,0.0021
16039,0.0047,0.0042,0.004,4.1158,0.0031
16040,0.0037,0.0031,0.0031,0.6591,0.0025
16041,0.003,0.0023,0.0025,0.383,0.003
16042,0.0034,0.0036,0.0028,0.5591,0.0023
16043,0.0033,0.0025,0.0038,0.4591,0.0024
16044,0.005,0.0032,0.0032,0.6854,0.0026
16045,0.0019,0.0013,0.0016,0.1114,0.0014
16046,0.0029,0.0022,0.0024,0.3076,0.0019
16047,0.0026,0.0019,0.0022,0.2538,0.002
16048,0.0039,0.0032,0.0033,0.522,0.0027
16049,0.0023,0.0016,0.0019,0.1616,0.0017
16050,0.0022,0.0016,0.0019,0.1203,0.0016
16051,0.0025,0.0017,0.002,0.2056,0.0018
16052,0.0025,0.0017,0.002,0.1957,0.0017
16053,0.0046,0.0038,0.0039,1.9778,0.003
16054,0.0042,0.0036,0.0036,1.1109,0.0028
16055,0.0039,0.0032,0.0034,0.8186,0.0026
16056,0.0054,0.0047,0.0046,1.8889,0.0036
16057,0.0026,0.0018,0.0021,0.1955,0.0018
16058,0.0041,0.0033,0.0046,0.6905,0.0028
16059,0.0051,0.0041,0.0033,0.9595,0.0026
16060,0.0024,0.0018,0.002,0.1751,0.0017
16061,0.005,0.0043,0.0041,2.6256,0.0032
16062,0.0048,0.0042,0.0041,1.739,0.0036
16063,0.0055,0.0053,0.0048,8.6025,0.0035
16064,0.0034,0.0028,0.0029,0.6754,0.0023
16065,0.0034,0.0026,0.0029,0.5518,0.0023
16066,0.0044,0.0039,0.0038,1.0241,0.0029
16067,0.0042,0.0036,0.0036,0.8669,0.0029
16068,0.0031,0.0024,0.0025,0.3458,0.0021
16069,0.0046,0.0039,0.0049,1.877,0.0029
16070,0.0027,0.0022,0.0024,0.2862,0.002
16071,0.0066,0.0047,0.0045,3.0749,0.0034
16072,0.0029,0.0022,0.0024,0.301,0.0019
16073,0.0023,0.0016,0.002,0.1787,0.0018
16074,0.0042,0.0035,0.0035,0.8569,0.0027
16075,0.0045,0.0047,0.0037,0.8084,0.003
16076,0.0023,0.0016,0.0019,0.1361,0.0016
16077,0.0026,0.0019,0.0022,0.2623,0.0019
16078,0.0019,0.0013,0.0016,0.0977,0.0014
16079,0.0025,0.0017,0.002,0.1705,0.0018
16080,0.0038,0.0029,0.0032,0.8514,0.0025
16081,0.0057,0.0055,0.0049,8.6959,0.0036
16082,0.0041,0.0034,0.0044,0.8532,0.0033
16083,0.0034,0.0027,0.003,0.4264,0.0023
16084,0.0054,0.0037,0.0036,1.1587,0.0029
16085,0.0035,0.0027,0.003,0.7106,0.0024
16086,0.0038,0.0029,0.0032,0.7076,0.0024
16087,0.0023,0.0015,0.0019,0.1304,0.0017
16088,0.0037,0.0029,0.0031,0.734,0.0023
16089,0.0034,0.0026,0.0028,0.6787,0.0023
16090,0.0028,0.0022,0.0024,0.3225,0.0019
16091,0.0029,0.0022,0.0024,0.2826,0.002
16092,0.0045,0.0039,0.0037,1.2475,0.0028
16093,0.0042,0.0043,0.0036,1.5403,0.0029
16094,0.0036,0.0029,0.003,0.8189,0.0024
16095,0.0021,0.0014,0.0017,0.1227,0.0015
16096,0.0027,0.0022,0.0033,0.2975,0.0019
16097,0.0036,0.0028,0.003,0.6032,0.0024
16098,0.0059,0.0044,0.0042,3.0434,0.0032
16099,0.0027,0.002,0.0022,0.3403,0.0018
16100,0.0017,0.0011,0.0014,0.0813,0.0014
16101,0.0028,0.0022,0.0023,0.2683,0.0019
16102,0.0028,0.002,0.0024,0.2965,0.0021
16103,0.0053,0.0048,0.0046,1.4936,0.004
16104,0.0031,0.0024,0.0027,0.3602,0.0021
16105,0.0029,0.0026,0.0025,0.3886,0.0021
16106,0.0032,0.0029,0.0027,0.4718,0.0021
16107,0.0034,0.0027,0.0028,0.6593,0.0024
16108,0.0041,0.0031,0.0033,1.0747,0.0026
16109,0.0041,0.0032,0.0033,0.6871,0.0027
16110,0.0029,0.0021,0.0032,0.3682,0.002
16111,0.0034,0.0034,0.0028,0.6481,0.0023
16112,0.0024,0.0021,0.002,0.1623,0.0017
16113,0.003,0.0013,0.0016,0.076,0.0014
16114,0.0025,0.0018,0.002,0.1928,0.0018
16115,0.0038,0.0029,0.0031,0.4876,0.0024
16116,0.0033,0.0024,0.0027,0.3321,0.0021
16117,0.0046,0.0043,0.0038,1.0901,0.0029
16118,0.0038,0.0032,0.0032,1.0755,0.0024
16119,0.0038,0.0029,0.0032,0.5025,0.0025
16120,0.0057,0.0049,0.0047,7.7076,0.0035
16121,0.0024,0.0016,0.0019,0.147,0.0017
16122,0.0028,0.0022,0.0024,0.2972,0.0021
16123,0.0031,0.0023,0.0025,0.3868,0.002
16124,0.0043,0.0037,0.0044,1.3299,0.0029
16125,0.0053,0.005,0.0046,5.0832,0.0043
16126,0.0017,0.0012,0.0014,0.1206,0.0013
16127,0.0032,0.0015,0.0017,0.123,0.0015
16128,0.0054,0.0048,0.0047,5.1649,0.0035
16129,0.0027,0.0023,0.0023,0.2656,0.002
16130,0.0034,0.0036,0.0029,0.8938,0.0022
16131,0.0037,0.0029,0.0031,0.7465,0.0026
16132,0.003,0.0023,0.0026,0.3307,0.0021
16133,0.0033,0.0025,0.0028,0.4454,0.0022
16134,0.0047,0.0041,0.0039,0.8441,0.0031
16135,0.0041,0.0035,0.0035,0.8048,0.0027
16136,0.0024,0.0018,0.002,0.1859,0.0018
16137,0.0032,0.0027,0.0037,0.3657,0.0022
16138,0.0036,0.003,0.0031,0.7511,0.0026
16139,0.0025,0.002,0.0021,0.1954,0.0018
16140,0.0024,0.0018,0.002,0.2998,0.0018
16141,0.0031,0.0014,0.0016,0.1074,0.0013
16142,0.0031,0.0024,0.0026,0.3203,0.0021
16143,0.0019,0.0013,0.0015,0.0969,0.0015
16144,0.0044,0.0038,0.0037,0.806,0.0029
16145,0.0041,0.0035,0.0034,1.6218,0.0026
16146,0.005,0.0045,0.0043,5.3804,0.0033
16147,0.0046,0.0052,0.0039,1.5233,0.0036
16148,0.002,0.0014,0.0016,0.0819,0.0014
16149,0.0023,0.0017,0.0021,0.2064,0.0016
16150,0.0042,0.0036,0.0036,1.1678,0.0278
16151,0.0037,0.0031,0.0041,0.5687,0.0024
16152,0.0026,0.002,0.0022,0.1743,0.0019
16153,0.0032,0.0025,0.0027,0.6735,0.0023
16154,0.002,0.0014,0.0017,0.1244,0.0015
16155,0.0038,0.0037,0.0033,0.781,0.0027
16156,0.0043,0.0024,0.0027,0.3839,0.0021
16157,0.0038,0.0029,0.0031,0.8224,0.0025
16158,0.003,0.0022,0.0025,0.5194,0.0021
16159,0.0014,0.0009,0.0011,0.0442,0.001
16160,0.0015,0.0011,0.0013,0.0438,0.0011
16161,0.0039,0.0032,0.0034,1.0305,0.0027
16162,0.004,0.0034,0.0034,0.7373,0.0026
16163,0.0026,0.0019,0.0021,0.2143,0.0017
16164,0.0048,0.0041,0.0042,2.1614,0.0032
16165,0.0022,0.0016,0.0019,0.159,0.0016
16166,0.0026,0.002,0.0029,0.2052,0.0021
16167,0.0041,0.0042,0.0035,1.2309,0.0028
16168,0.0039,0.0034,0.0034,0.5769,0.0026
16169,0.0034,0.0027,0.0029,0.4552,0.003
16170,0.0036,0.0029,0.0031,0.804,0.0025
16171,0.0069,0.0058,0.0051,1.1704,0.0043
16172,0.0036,0.0031,0.0033,0.5185,0.0025
16173,0.0036,0.0031,0.0031,0.8038,0.0026
16174,0.0061,0.0059,0.0054,19.1699,0.004
16175,0.0036,0.003,0.0031,0.5942,0.0026
16176,0.0022,0.0016,0.0019,0.2103,0.0017
16177,0.0037,0.0036,0.0032,1.3976,0.0024
16178,0.0044,0.0045,0.0049,1.5484,0.0031
16179,0.0037,0.0029,0.0031,0.9223,0.0026
16180,0.0019,0.0014,0.0016,0.0809,0.0014
16181,0.0032,0.0023,0.0026,0.384,0.0022
16182,0.0032,0.0024,0.0027,0.3798,0.0021
16183,0.0045,0.0037,0.0029,0.4883,0.0024
16184,0.0028,0.0021,0.0023,0.2542,0.0019
16185,0.0046,0.0039,0.004,1.0395,0.003
16186,0.0029,0.0023,0.0025,0.3699,0.002
16187,0.0029,0.002,0.0024,0.2379,0.002
16188,0.0031,0.0024,0.0027,0.3664,0.0028
16189,0.0029,0.0021,0.0025,0.3001,0.0021
16190,0.005,0.0044,0.0042,2.2143,0.0031
16191,0.0016,0.0011,0.0014,0.0871,0.0012
16192,0.0029,0.0022,0.0034,0.3241,0.002
16193,0.003,0.0023,0.0025,0.7114,0.002
16194,0.0057,0.0052,0.0048,6.8063,0.0037
16195,0.0049,0.0045,0.0043,1.1671,0.0034
16196,0.0061,0.0045,0.0044,1.3517,0.0033
16197,0.0034,0.0026,0.0028,0.5314,0.0024
16198,0.0034,0.0029,0.0029,0.4647,0.0024
16199,0.006,0.0058,0.0052,5.1093,0.0039
16200,0.0036,0.0042,0.003,0.5147,0.0024
16201,0.0026,0.0019,0.0021,0.1593,0.002
16202,0.0037,0.003,0.0031,0.8683,0.0024
16203,0.0039,0.0032,0.0044,0.74,0.0026
16204,0.0044,0.0039,0.0037,1.007,0.0029
16205,0.0018,0.0013,0.0015,0.0793,0.0013
16206,0.0029,0.0023,0.0025,0.2795,0.0022
16207,0.0025,0.0019,0.0021,0.2191,0.0018
16208,0.0038,0.0032,0.0033,1.1525,0.0033
16209,0.0052,0.0033,0.0034,1.2911,0.0026
16210,0.0023,0.0017,0.002,0.1565,0.0018
16211,0.0033,0.0027,0.0029,1.0151,0.0022
16212,0.0028,0.0021,0.0024,0.5682,0.002
16213,0.0023,0.0018,0.002,0.1842,0.0017
16214,0.002,0.0014,0.0016,0.1094,0.0016
16215,0.0039,0.0033,0.0034,0.8605,0.0027
16216,0.0023,0.0018,0.002,0.3241,0.0016
16217,0.0019,0.0013,0.0015,0.0719,0.0014
16218,0.0037,0.0031,0.0033,0.6433,0.0026
16219,0.0055,0.0058,0.0055,3.066,0.0036
16220,0.004,0.0032,0.0034,1.3751,0.0028
16221,0.0038,0.0032,0.0033,0.8956,0.0025
16222,0.0041,0.0036,0.0035,0.8248,0.0028
16223,0.0029,0.0022,0.0025,0.3047,0.002
16224,0.0051,0.0032,0.0033,1.3208,0.0027
16225,0.0028,0.002,0.0023,0.3143,0.002
16226,0.0038,0.0032,0.0032,1.4195,0.0025
16227,0.0028,0.0023,0.0024,0.3368,0.002
16228,0.0044,0.0037,0.0038,1.4592,0.0028
16229,0.004,0.0034,0.0034,0.6236,0.0032
16230,0.003,0.0024,0.0025,0.3164,0.002
16231,0.0033,0.0026,0.0037,0.5798,0.0024
16232,0.0027,0.002,0.0023,0.2913,0.002
16233,0.0057,0.0051,0.0048,1.6008,0.0037
16234,0.0028,0.0021,0.0024,0.3312,0.0019
16235,0.0039,0.0048,0.0033,0.7455,0.0027
16236,0.0026,0.002,0.0023,0.1743,0.0019
16237,0.0083,0.0072,0.0064,21.9735,0.0046
16238,0.0039,0.0033,0.0033,1.0427,0.0026
16239,0.0029,0.0021,0.0024,0.3142,0.002
16240,0.0044,0.0036,0.0037,0.9138,0.0028
16241,0.0044,0.0038,0.0037,0.8638,0.003
16242,0.0067,0.0066,0.0069,28.9109,0.004
16243,0.004,0.0033,0.0033,1.3992,0.0025
16244,0.0041,0.0034,0.0035,0.7036,0.0027
16245,0.004,0.0034,0.0034,0.6955,0.0026
16246,0.003,0.0023,0.0025,0.4443,0.0022
16247,0.0041,0.0035,0.0035,0.7319,0.0035
16248,0.0052,0.0046,0.0035,1.1017,0.0027
16249,0.0017,0.0013,0.0014,0.0617,0.0014
16250,0.0038,0.0032,0.0033,1.6231,0.0026
16251,0.0035,0.003,0.0031,0.809,0.0025
16252,0.002,0.0015,0.0018,0.1189,0.0015
16253,0.0017,0.0012,0.0015,0.0834,0.0015
16254,0.0024,0.0018,0.0021,0.2328,0.0017
16255,0.0026,0.002,0.0023,0.2207,0.002
